"FIPS","Admin2","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","Combined_Key","Incidence_Rate","Case.Fatality_Ratio"
9001,"Fairfield","Connecticut","US","2020-09-09",41.26809896,-73.3881171,19135,1417,0,17718,"Fairfield, Connecticut, US",2028.44809674643,7.4052782858636
9003,"Hartford","Connecticut","US","2020-09-09",41.80283011,-72.73103891,13771,1428,0,12343,"Hartford, Connecticut, US",1544.31884448033,10.3696173117421
9005,"Litchfield","Connecticut","US","2020-09-09",41.7937534,-73.2451475,1751,139,0,1612,"Litchfield, Connecticut, US",970.981462072943,7.93832095945174
9007,"Middlesex","Connecticut","US","2020-09-09",41.45949668,-72.53714864,1496,193,0,1303,"Middlesex, Connecticut, US",920.978108301116,12.9010695187166
9009,"New Haven","Connecticut","US","2020-09-09",41.4080325,-72.93620426,13858,1109,0,12749,"New Haven, Connecticut, US",1621.27949814977,8.00259777745706
9011,"New London","Connecticut","US","2020-09-09",41.48896435,-72.10430976,1643,108,0,1535,"New London, Connecticut, US",619.51841210229,6.57334144856969
9013,"Tolland","Connecticut","US","2020-09-09",41.85853803,-72.3308481,1191,65,0,1126,"Tolland, Connecticut, US",790.201763523331,5.4575986565911
90009,"Unassigned","Connecticut","US","2020-09-09",NA,NA,112,0,0,112,"Unassigned, Connecticut, US",NA,0
9015,"Windham","Connecticut","US","2020-09-09",41.82972709,-71.98182316,825,15,0,810,"Windham, Connecticut, US",706.444486307821,1.81818181818182
10001,"Kent","Delaware","US","2020-09-09",39.08646628,-75.56884914,2727,110,0,2617,"Kent, Delaware, US",1508.41326208888,4.03373670700403
10003,"New Castle","Delaware","US","2020-09-09",39.57992638,-75.64054974,8694,303,0,8391,"New Castle, Delaware, US",1555.96480018899,3.48516218081435
10005,"Sussex","Delaware","US","2020-09-09",38.66143781,-75.39031349,6432,196,0,6236,"Sussex, Delaware, US",2746.07748959334,3.04726368159204
90010,"Unassigned","Delaware","US","2020-09-09",NA,NA,455,0,0,455,"Unassigned, Delaware, US",NA,0
24001,"Allegany","Maryland","US","2020-09-09",39.62357628,-78.69280486,407,22,0,385,"Allegany, Maryland, US",577.993637809589,5.40540540540541
24003,"Anne Arundel","Maryland","US","2020-09-09",39.00670238,-76.60329337,8857,240,0,8617,"Anne Arundel, Maryland, US",1529.08841677112,2.70972112453427
24005,"Baltimore","Maryland","US","2020-09-09",39.45784712,-76.62911955,16347,608,0,15739,"Baltimore, Maryland, US",1975.77867217811,3.71933688138496
24510,"Baltimore City","Maryland","US","2020-09-09",39.30211911,-76.61151012,14994,470,0,14524,"Baltimore City, Maryland, US",2526.41156548552,3.13458716820061
24009,"Calvert","Maryland","US","2020-09-09",38.53961642,-76.56820632,830,28,0,802,"Calvert, Maryland, US",897.05485004053,3.37349397590361
24011,"Caroline","Maryland","US","2020-09-09",38.87172293,-75.82904158,572,3,0,569,"Caroline, Maryland, US",1712.26725737891,0.524475524475524
24013,"Carroll","Maryland","US","2020-09-09",39.56453592,-77.02373735,1796,123,0,1673,"Carroll, Maryland, US",1066.21073690835,6.84855233853007
24015,"Cecil","Maryland","US","2020-09-09",39.56647682,-75.94627411,858,31,0,827,"Cecil, Maryland, US",834.184045500948,3.61305361305361
24017,"Charles","Maryland","US","2020-09-09",38.51092331,-76.98580666,2494,95,0,2399,"Charles, Maryland, US",1527.6527193321,3.80914194065758
24019,"Dorchester","Maryland","US","2020-09-09",38.45413522,-76.02752426,502,8,0,494,"Dorchester, Maryland, US",1572.23840395878,1.59362549800797
24021,"Frederick","Maryland","US","2020-09-09",39.47296601,-77.39999394,3638,127,0,3511,"Frederick, Maryland, US",1401.67291473221,3.49092908191314
24023,"Garrett","Maryland","US","2020-09-09",39.52786077,-79.27355126,64,0,0,64,"Garrett, Maryland, US",220.583166747088,0
24025,"Harford","Maryland","US","2020-09-09",39.55010644,-76.3077594,2676,72,0,2604,"Harford, Maryland, US",1047.60003288431,2.69058295964126
24027,"Howard","Maryland","US","2020-09-09",39.25305293,-76.93126208,4627,118,0,4509,"Howard, Maryland, US",1420.67610304277,2.55024854117139
24029,"Kent","Maryland","US","2020-09-09",39.24976208,-76.04741541,277,24,0,253,"Kent, Maryland, US",1426.21769127793,8.66425992779783
24031,"Montgomery","Maryland","US","2020-09-09",39.13676329,-77.20358245,20766,828,0,19938,"Montgomery, Maryland, US",1976.41926052263,3.98728691129731
24033,"Prince George's","Maryland","US","2020-09-09",38.83070039,-76.8496441,27102,803,0,26299,"Prince George's, Maryland, US",2980.44597817947,2.96288096819423
24035,"Queen Anne's","Maryland","US","2020-09-09",39.06198912,-76.03530977,589,26,0,563,"Queen Anne's, Maryland, US",1169.0915225978,4.41426146010187
24039,"Somerset","Maryland","US","2020-09-09",38.1163542,-75.75118623,207,4,0,203,"Somerset, Maryland, US",808.088694565896,1.93236714975845
24037,"St. Mary's","Maryland","US","2020-09-09",38.30058422,-76.6062928,1164,56,0,1108,"St. Mary's, Maryland, US",1025.4603118668,4.81099656357388
24041,"Talbot","Maryland","US","2020-09-09",38.76618159,-76.10882561,497,4,0,493,"Talbot, Maryland, US",1336.70423065544,0.804828973843058
90024,"Unassigned","Maryland","US","2020-09-09",NA,NA,0,8,0,-8,"Unassigned, Maryland, US",NA,NA
24043,"Washington","Maryland","US","2020-09-09",39.60835778,-77.82002295,1411,35,0,1376,"Washington, Maryland, US",934.133956530662,2.48051027639972
24045,"Wicomico","Maryland","US","2020-09-09",38.37301947,-75.62705831,1667,48,0,1619,"Wicomico, Maryland, US",1608.93358685056,2.87942411517696
24047,"Worcester","Maryland","US","2020-09-09",38.21274277,-75.33200012,897,26,0,871,"Worcester, Maryland, US",1715.8925702043,2.89855072463768
25001,"Barnstable","Massachusetts","US","2020-09-09",41.72980578,-70.28854339,1662,169,0,1493,"Barnstable, Massachusetts, US",780.318324803981,10.1684717208183
25003,"Berkshire","Massachusetts","US","2020-09-09",42.37428441,-73.20524838,672,46,0,626,"Berkshire, Massachusetts, US",537.840952746831,6.84523809523809
25005,"Bristol","Massachusetts","US","2020-09-09",41.79228404,-71.10872211,9409,668,0,8741,"Bristol, Massachusetts, US",1664.67038323334,7.09958550324158
NA,"Dukes and Nantucket","Massachusetts","US","2020-09-09",41.40674725,-70.68763497,103,1,0,102,"Dukes and Nantucket, Massachusetts, US",358.497789843723,0.970873786407767
25009,"Essex","Massachusetts","US","2020-09-09",42.6687626,-70.94687179,18431,1254,0,17177,"Essex, Massachusetts, US",2335.89427071584,6.80375454397482
25011,"Franklin","Massachusetts","US","2020-09-09",42.58119713,-72.58602547,396,66,0,330,"Franklin, Massachusetts, US",564.263322884012,16.6666666666667
25013,"Hampden","Massachusetts","US","2020-09-09",42.13440424,-72.63235561,7789,759,0,7030,"Hampden, Massachusetts, US",1670.12599384183,9.74451149056362
25015,"Hampshire","Massachusetts","US","2020-09-09",42.33997957,-72.65898478,1191,141,0,1050,"Hampshire, Massachusetts, US",740.533482559224,11.8387909319899
25017,"Middlesex","Massachusetts","US","2020-09-09",42.48607732,-71.39049229,25792,2087,0,23705,"Middlesex, Massachusetts, US",1600.29881510133,8.09165632754342
25021,"Norfolk","Massachusetts","US","2020-09-09",42.16073095,-71.20530408,9704,1026,0,8678,"Norfolk, Massachusetts, US",1372.99706412932,10.5729596042869
25023,"Plymouth","Massachusetts","US","2020-09-09",41.94070556,-70.80802823,9242,747,0,8495,"Plymouth, Massachusetts, US",1773.20885184631,8.082666089591
25025,"Suffolk","Massachusetts","US","2020-09-09",42.3279514,-71.07850442,22788,1111,0,21677,"Suffolk, Massachusetts, US",2834.65624755102,4.87537300333509
90025,"Unassigned","Massachusetts","US","2020-09-09",NA,NA,2117,5,0,2112,"Unassigned, Massachusetts, US",NA,0.236183278223902
25027,"Worcester","Massachusetts","US","2020-09-09",42.35026951,-71.90493363,13666,1061,0,12605,"Worcester, Massachusetts, US",1645.27306042941,7.76379335577345
34001,"Atlantic","New Jersey","US","2020-09-09",39.47538693,-74.65848483,3827,253,0,3574,"Atlantic, New Jersey, US",1451.43550650434,6.61092239351973
34003,"Bergen","New Jersey","US","2020-09-09",40.96010917,-74.07164325,21844,2038,0,19806,"Bergen, New Jersey, US",2343.26894814643,9.32979307819081
34005,"Burlington","New Jersey","US","2020-09-09",39.87681124,-74.66927768,6606,483,0,6123,"Burlington, New Jersey, US",1483.33105047951,7.31153496821072
34007,"Camden","New Jersey","US","2020-09-09",39.80343818,-74.96388753,9355,594,0,8761,"Camden, New Jersey, US",1847.09489783225,6.34954569748797
34009,"Cape May","New Jersey","US","2020-09-09",39.15008829,-74.80170244,944,94,0,850,"Cape May, New Jersey, US",1025.65216918915,9.95762711864407
34011,"Cumberland","New Jersey","US","2020-09-09",39.37199394,-75.10712559,3638,156,0,3482,"Cumberland, New Jersey, US",2433.00541039411,4.28807036833425
34013,"Essex","New Jersey","US","2020-09-09",40.78681335,-74.24657979,20545,2121,0,18424,"Essex, New Jersey, US",2571.41963140273,10.3236797274276
34015,"Gloucester","New Jersey","US","2020-09-09",39.71581067,-75.13995546,3853,223,0,3630,"Gloucester, New Jersey, US",1321.16748275247,5.78769789774202
34017,"Hudson","New Jersey","US","2020-09-09",40.73766234,-74.07515667,20293,1512,0,18781,"Hudson, New Jersey, US",3018.03563700287,7.45084511900655
34019,"Hunterdon","New Jersey","US","2020-09-09",40.56335249,-74.91284156,1235,125,0,1110,"Hunterdon, New Jersey, US",992.996759694784,10.1214574898785
34021,"Mercer","New Jersey","US","2020-09-09",40.28047017,-74.70479631,8432,632,0,7800,"Mercer, New Jersey, US",2294.85888468552,7.49525616698292
34023,"Middlesex","New Jersey","US","2020-09-09",40.43629879,-74.41426991,18625,1420,0,17205,"Middlesex, New Jersey, US",2257.40611008627,7.6241610738255
34025,"Monmouth","New Jersey","US","2020-09-09",40.26549699,-74.22240686,10966,860,0,10106,"Monmouth, New Jersey, US",1772.1539443596,7.84242203173445
34027,"Morris","New Jersey","US","2020-09-09",40.86095313,-74.5455371,7592,830,0,6762,"Morris, New Jersey, US",1543.57571999309,10.9325605900948
34029,"Ocean","New Jersey","US","2020-09-09",39.8895449,-74.28089251,11522,1030,0,10492,"Ocean, New Jersey, US",1897.60633479692,8.93942023954175
34031,"Passaic","New Jersey","US","2020-09-09",41.03238628,-74.29954144,18533,1248,0,17285,"Passaic, New Jersey, US",3693.11275222886,6.73393406356229
34033,"Salem","New Jersey","US","2020-09-09",39.58719656,-75.3469663,999,89,0,910,"Salem, New Jersey, US",1601.34647751863,8.90890890890891
34035,"Somerset","New Jersey","US","2020-09-09",40.56465737,-74.61683016,5481,566,0,4915,"Somerset, New Jersey, US",1666.29171809542,10.3265827403758
34037,"Sussex","New Jersey","US","2020-09-09",41.13891592,-74.69118243,1421,197,0,1224,"Sussex, New Jersey, US",1011.47428961904,13.8634764250528
90034,"Unassigned","New Jersey","US","2020-09-09",NA,NA,307,0,0,307,"Unassigned, New Jersey, US",NA,0
34039,"Union","New Jersey","US","2020-09-09",40.65835409,-74.30680092,17238,1354,0,15884,"Union, New Jersey, US",3098.45939810296,7.85473952894767
34041,"Warren","New Jersey","US","2020-09-09",40.85951833,-74.99556527,1411,171,0,1240,"Warren, New Jersey, US",1340.40107536075,12.1190644932672
36001,"Albany","New York","US","2020-09-09",42.60060306,-73.97723916,2840,133,0,2707,"Albany, New York, US",929.605310533999,4.6830985915493
36003,"Allegany","New York","US","2020-09-09",42.25748406,-78.02750466,92,1,0,91,"Allegany, New York, US",199.605128983966,1.08695652173913
36005,"Bronx","New York","US","2020-09-09",40.85209301,-73.86282755,51984,4927,0,47057,"Bronx, New York, US",3665.47337588942,9.4779162819329
36007,"Broome","New York","US","2020-09-09",42.15903158,-75.81326086,1374,69,0,1305,"Broome, New York, US",721.305279072697,5.02183406113537
36009,"Cattaraugus","New York","US","2020-09-09",42.24778241,-78.67923096,233,6,0,227,"Cattaraugus, New York, US",306.10770261571,2.57510729613734
36011,"Cayuga","New York","US","2020-09-09",42.91261714,-76.55731592,184,2,0,182,"Cayuga, New York, US",240.284162139574,1.08695652173913
36013,"Chautauqua","New York","US","2020-09-09",42.2276921,-79.36691763,477,9,0,468,"Chautauqua, New York, US",375.877638826505,1.88679245283019
36015,"Chemung","New York","US","2020-09-09",42.13891056,-76.7638805,211,3,0,208,"Chemung, New York, US",252.827837423313,1.4218009478673
36017,"Chenango","New York","US","2020-09-09",42.49430041,-75.60887553,239,7,0,232,"Chenango, New York, US",506.280848179295,2.92887029288703
36019,"Clinton","New York","US","2020-09-09",44.74530905,-73.67875352,152,5,0,147,"Clinton, New York, US",188.855066161397,3.28947368421053
36021,"Columbia","New York","US","2020-09-09",42.24819348,-73.63089095,576,37,0,539,"Columbia, New York, US",968.702174534569,6.42361111111111
36023,"Cortland","New York","US","2020-09-09",42.59509207,-76.07048931,103,0,0,103,"Cortland, New York, US",216.472961896555,0
36025,"Delaware","New York","US","2020-09-09",42.19837623,-74.96709306,125,4,0,121,"Delaware, New York, US",283.221932706469,3.2
36027,"Dutchess","New York","US","2020-09-09",41.7648606,-73.74356679,4944,153,0,4791,"Dutchess, New York, US",1680.38665207431,3.09466019417476
36029,"Erie","New York","US","2020-09-09",42.76249024,-78.73063652,10346,681,0,9665,"Erie, New York, US",1126.15407389992,6.58225401121206
36031,"Essex","New York","US","2020-09-09",44.11630765,-73.77297842,149,0,0,149,"Essex, New York, US",403.958248610546,0
36033,"Franklin","New York","US","2020-09-09",44.59040891,-74.29926032,59,0,0,59,"Franklin, New York, US",117.948102834753,0
36035,"Fulton","New York","US","2020-09-09",43.11363907,-74.41798804,312,24,0,288,"Fulton, New York, US",584.45572560553,7.69230769230769
36037,"Genesee","New York","US","2020-09-09",43.0022601,-78.19135193,303,5,0,298,"Genesee, New York, US",528.980446927374,1.65016501650165
36039,"Greene","New York","US","2020-09-09",42.275797,-74.12384884,316,18,0,298,"Greene, New York, US",669.661778418242,5.69620253164557
36041,"Hamilton","New York","US","2020-09-09",43.66146647,-74.49721957,14,0,0,14,"Hamilton, New York, US",317.028985507246,0
36043,"Herkimer","New York","US","2020-09-09",43.42034246,-74.96145307,308,4,0,304,"Herkimer, New York, US",502.291296335557,1.2987012987013
36045,"Jefferson","New York","US","2020-09-09",44.04200959,-75.94653457,156,0,0,156,"Jefferson, New York, US",142.032521805634,0
36047,"Kings","New York","US","2020-09-09",40.6361825,-73.94935552,65757,7298,0,58459,"Kings, New York, US",2568.73014329059,11.0984381890901
36049,"Lewis","New York","US","2020-09-09",43.7844157,-75.44903992,49,0,0,49,"Lewis, New York, US",186.340127776088,0
36051,"Livingston","New York","US","2020-09-09",42.72596275,-77.77966158,189,8,0,181,"Livingston, New York, US",300.410083606193,4.23280423280423
36053,"Madison","New York","US","2020-09-09",42.91653905,-75.67266639,475,17,0,458,"Madison, New York, US",669.570488152126,3.57894736842105
36055,"Monroe","New York","US","2020-09-09",43.14638895,-77.69322942,5602,289,0,5313,"Monroe, New York, US",755.220620947194,5.15887183148875
36057,"Montgomery","New York","US","2020-09-09",42.90123494,-74.44011632,215,4,0,211,"Montgomery, New York, US",436.805428577233,1.86046511627907
36059,"Nassau","New York","US","2020-09-09",40.74066522,-73.58941873,45294,2199,0,43095,"Nassau, New York, US",3337.99092653679,4.85494767518877
36061,"New York","New York","US","2020-09-09",40.7672726,-73.97152637,32461,3175,0,29286,"New York, New York, US",1993.05460899634,9.78096793074767
36063,"Niagara","New York","US","2020-09-09",43.19898042,-78.74777412,1659,101,0,1558,"Niagara, New York, US",792.714102092402,6.08800482218204
36065,"Oneida","New York","US","2020-09-09",43.24375382,-75.43710392,2309,120,0,2189,"Oneida, New York, US",1009.74762868925,5.19705500216544
36067,"Onondaga","New York","US","2020-09-09",43.00491923,-76.19971155,4002,204,0,3798,"Onondaga, New York, US",869.002536219296,5.09745127436282
36069,"Ontario","New York","US","2020-09-09",42.85145728,-77.30874425,413,35,0,378,"Ontario, New York, US",376.217240405549,8.47457627118644
36071,"Orange","New York","US","2020-09-09",41.40337468,-74.30240757,11535,495,0,11040,"Orange, New York, US",2996.57089416532,4.29128738621587
36073,"Orleans","New York","US","2020-09-09",43.2516977,-78.2320066,317,54,0,263,"Orleans, New York, US",785.586835844568,17.0347003154574
36075,"Oswego","New York","US","2020-09-09",43.42778894,-76.14635194,331,3,0,328,"Oswego, New York, US",282.606468358321,0.906344410876133
36077,"Otsego","New York","US","2020-09-09",42.63492579,-75.03151402,288,5,0,283,"Otsego, New York, US",484.090565276587,1.73611111111111
36079,"Putnam","New York","US","2020-09-09",41.42630093,-73.74965532,1539,63,0,1476,"Putnam, New York, US",1565.29698942229,4.09356725146199
36081,"Queens","New York","US","2020-09-09",40.71088124,-73.81684712,70766,7235,0,63531,"Queens, New York, US",3139.77189334909,10.2238363055705
36083,"Rensselaer","New York","US","2020-09-09",42.71348136,-73.51089874,865,40,0,825,"Rensselaer, New York, US",545.005481558023,4.6242774566474
36085,"Richmond","New York","US","2020-09-09",40.58582155,-74.14808598,15466,1085,0,14381,"Richmond, New York, US",3248.18384392924,7.01538859433596
36087,"Rockland","New York","US","2020-09-09",41.15027894,-74.02560498,14439,674,0,13765,"Rockland, New York, US",4432.00967497368,4.66791329039407
36091,"Saratoga","New York","US","2020-09-09",43.10904162,-73.86653895,900,17,0,883,"Saratoga, New York, US",391.537568029653,1.88888888888889
36093,"Schenectady","New York","US","2020-09-09",42.81668777,-74.05278291,1322,45,0,1277,"Schenectady, New York, US",851.261115654319,3.40393343419062
36095,"Schoharie","New York","US","2020-09-09",42.58831742,-74.4433903,73,0,0,73,"Schoharie, New York, US",235.491467466692,0
36097,"Schuyler","New York","US","2020-09-09",42.39184015,-76.8773299,29,0,0,29,"Schuyler, New York, US",162.857303307688,0
36099,"Seneca","New York","US","2020-09-09",42.78081007,-76.82497064,102,3,0,99,"Seneca, New York, US",299.858889934149,2.94117647058824
36089,"St. Lawrence","New York","US","2020-09-09",44.4976179,-75.06550039,297,4,0,293,"St. Lawrence, New York, US",275.663634676072,1.34680134680135
36101,"Steuben","New York","US","2020-09-09",42.2689144,-77.3829924,323,42,0,281,"Steuben, New York, US",338.648968850586,13.0030959752322
36103,"Suffolk","New York","US","2020-09-09",40.88320119,-72.8012172,45356,2006,0,43350,"Suffolk, New York, US",3071.64901012528,4.42278860569715
36105,"Sullivan","New York","US","2020-09-09",41.71579493,-74.76394559,1544,48,0,1496,"Sullivan, New York, US",2046.87665712165,3.10880829015544
36107,"Tioga","New York","US","2020-09-09",42.16852837,-76.30835812,216,25,0,191,"Tioga, New York, US",448.104889737153,11.5740740740741
36109,"Tompkins","New York","US","2020-09-09",42.44945765,-76.47229843,344,0,0,344,"Tompkins, New York, US",336.660794676062,0
36111,"Ulster","New York","US","2020-09-09",41.89027881,-74.26252104,2203,94,0,2109,"Ulster, New York, US",1240.61653517145,4.26690876078075
90036,"Unassigned","New York","US","2020-09-09",NA,NA,0,24,0,-24,"Unassigned, New York, US",NA,NA
36113,"Warren","New York","US","2020-09-09",43.56173026,-73.8433699,331,33,0,298,"Warren, New York, US",517.640435380958,9.96978851963746
36115,"Washington","New York","US","2020-09-09",43.31153794,-73.43043448,271,14,0,257,"Washington, New York, US",442.781517547873,5.16605166051661
36117,"Wayne","New York","US","2020-09-09",43.15494365,-77.02976528,296,5,0,291,"Wayne, New York, US",329.188816477235,1.68918918918919
36119,"Westchester","New York","US","2020-09-09",41.16278376,-73.75741653,37314,1452,0,35862,"Westchester, New York, US",3856.72026840144,3.89130085222705
36121,"Wyoming","New York","US","2020-09-09",42.70145109,-78.22199579,127,5,0,122,"Wyoming, New York, US",318.623146591736,3.93700787401575
36123,"Yates","New York","US","2020-09-09",42.63505484,-77.10369919,62,7,0,55,"Yates, New York, US",248.866053867459,11.2903225806452
42001,"Adams","Pennsylvania","US","2020-09-09",39.87140411,-77.21610347,715,24,0,691,"Adams, Pennsylvania, US",694.114106534381,3.35664335664336
42003,"Allegheny","Pennsylvania","US","2020-09-09",40.46809875,-79.98167747,10847,327,0,10520,"Allegheny, Pennsylvania, US",891.990016816812,3.01465843090255
42005,"Armstrong","Pennsylvania","US","2020-09-09",40.81665618,-79.46290811,353,12,0,341,"Armstrong, Pennsylvania, US",545.300069514173,3.39943342776204
42007,"Beaver","Pennsylvania","US","2020-09-09",40.6825484,-80.34921611,1714,102,0,1612,"Beaver, Pennsylvania, US",1045.57460851954,5.950991831972
42009,"Bedford","Pennsylvania","US","2020-09-09",40.00522157,-78.48998442,181,5,0,176,"Bedford, Pennsylvania, US",377.965252255262,2.76243093922652
42011,"Berks","Pennsylvania","US","2020-09-09",40.41570541,-75.92457766,6344,385,0,5959,"Berks, Pennsylvania, US",1506.30158323124,6.0687263556116
42013,"Blair","Pennsylvania","US","2020-09-09",40.47961444,-78.34917412,498,13,0,485,"Blair, Pennsylvania, US",408.769668962234,2.61044176706827
42015,"Bradford","Pennsylvania","US","2020-09-09",41.78869215,-76.51570822,103,3,0,100,"Bradford, Pennsylvania, US",170.747476087065,2.9126213592233
42017,"Bucks","Pennsylvania","US","2020-09-09",40.33682119,-75.10836643,8093,590,0,7503,"Bucks, Pennsylvania, US",1288.14044916994,7.29025083405412
42019,"Butler","Pennsylvania","US","2020-09-09",40.91152759,-79.91351055,880,19,0,861,"Butler, Pennsylvania, US",468.451395506061,2.15909090909091
42021,"Cambria","Pennsylvania","US","2020-09-09",40.49527404,-78.71377428,504,6,0,498,"Cambria, Pennsylvania, US",387.120560403097,1.19047619047619
42023,"Cameron","Pennsylvania","US","2020-09-09",41.43625568,-78.20376845,8,0,0,8,"Cameron, Pennsylvania, US",179.8965594783,0
42025,"Carbon","Pennsylvania","US","2020-09-09",40.91545395,-75.7068525,432,28,0,404,"Carbon, Pennsylvania, US",673.085911937927,6.48148148148148
42027,"Centre","Pennsylvania","US","2020-09-09",40.92058903,-77.82200624,686,11,0,675,"Centre, Pennsylvania, US",422.452812759799,1.60349854227405
42029,"Chester","Pennsylvania","US","2020-09-09",39.97291773,-75.74768357,6030,360,0,5670,"Chester, Pennsylvania, US",1148.59549438179,5.97014925373134
42031,"Clarion","Pennsylvania","US","2020-09-09",41.19265812,-79.42413524,102,3,0,99,"Clarion, Pennsylvania, US",265.362401789895,2.94117647058824
42033,"Clearfield","Pennsylvania","US","2020-09-09",41.00110782,-78.47592663,265,1,0,264,"Clearfield, Pennsylvania, US",334.363762538641,0.377358490566038
42035,"Clinton","Pennsylvania","US","2020-09-09",41.23255967,-77.63785995,160,5,0,155,"Clinton, Pennsylvania, US",414.164423276041,3.125
42037,"Columbia","Pennsylvania","US","2020-09-09",41.04821986,-76.40565017,798,35,0,763,"Columbia, Pennsylvania, US",1228.37263715288,4.3859649122807
42039,"Crawford","Pennsylvania","US","2020-09-09",41.68447709,-80.10760592,237,2,0,235,"Crawford, Pennsylvania, US",280.045847168228,0.843881856540084
42041,"Cumberland","Pennsylvania","US","2020-09-09",40.1625372,-77.26130755,1619,73,0,1546,"Cumberland, Pennsylvania, US",638.986462485693,4.50895614576899
42043,"Dauphin","Pennsylvania","US","2020-09-09",40.41377078,-76.77993242,3479,166,0,3313,"Dauphin, Pennsylvania, US",1250.0943230123,4.77148605921242
42045,"Delaware","Pennsylvania","US","2020-09-09",39.91680171,-75.40243663,10692,734,0,9958,"Delaware, Pennsylvania, US",1886.55608234362,6.86494575383464
42047,"Elk","Pennsylvania","US","2020-09-09",41.42822061,-78.64524744,65,2,0,63,"Elk, Pennsylvania, US",217.318622534269,3.07692307692308
42049,"Erie","Pennsylvania","US","2020-09-09",41.99253829,-80.03301954,1395,36,0,1359,"Erie, Pennsylvania, US",517.18768537193,2.58064516129032
42051,"Fayette","Pennsylvania","US","2020-09-09",39.92041012,-79.64291195,714,6,0,708,"Fayette, Pennsylvania, US",552.315237402726,0.840336134453782
42053,"Forest","Pennsylvania","US","2020-09-09",41.51095103,-79.23229292,14,0,0,14,"Forest, Pennsylvania, US",193.183386228784,0
42055,"Franklin","Pennsylvania","US","2020-09-09",39.92956518,-77.72157791,1583,47,0,1536,"Franklin, Pennsylvania, US",1021.11245137944,2.96904611497157
42057,"Fulton","Pennsylvania","US","2020-09-09",39.92913544,-78.11163677,38,2,0,36,"Fulton, Pennsylvania, US",261.527873365451,5.26315789473684
42059,"Greene","Pennsylvania","US","2020-09-09",39.85746531,-80.22357106,150,1,0,149,"Greene, Pennsylvania, US",413.987249192725,0.666666666666667
42061,"Huntingdon","Pennsylvania","US","2020-09-09",40.42162652,-77.97673273,388,5,0,383,"Huntingdon, Pennsylvania, US",859.471912103491,1.28865979381443
42063,"Indiana","Pennsylvania","US","2020-09-09",40.65241041,-79.08963285,472,11,0,461,"Indiana, Pennsylvania, US",561.416863915883,2.33050847457627
42065,"Jefferson","Pennsylvania","US","2020-09-09",41.12913106,-78.9986361,100,2,0,98,"Jefferson, Pennsylvania, US",230.28209556707,2
42067,"Juniata","Pennsylvania","US","2020-09-09",40.53358749,-77.3997513,157,6,0,151,"Juniata, Pennsylvania, US",634.010418769939,3.82165605095541
42069,"Lackawanna","Pennsylvania","US","2020-09-09",41.43564672,-75.60379201,2210,214,0,1996,"Lackawanna, Pennsylvania, US",1054.017188588,9.68325791855204
42071,"Lancaster","Pennsylvania","US","2020-09-09",40.03904563,-76.24770128,7108,441,0,6667,"Lancaster, Pennsylvania, US",1302.48990332109,6.20427687113112
42073,"Lawrence","Pennsylvania","US","2020-09-09",40.99206278,-80.33393706,474,21,0,453,"Lawrence, Pennsylvania, US",554.308167274768,4.43037974683544
42075,"Lebanon","Pennsylvania","US","2020-09-09",40.36680311,-76.45651841,1783,57,0,1726,"Lebanon, Pennsylvania, US",1257.46687071999,3.19685922602356
42077,"Lehigh","Pennsylvania","US","2020-09-09",40.6154815,-75.59435245,5307,345,0,4962,"Lehigh, Pennsylvania, US",1436.97301512518,6.50084793668739
42079,"Luzerne","Pennsylvania","US","2020-09-09",41.17823008,-75.98447579,3898,189,0,3709,"Luzerne, Pennsylvania, US",1228.03756572584,4.84864032837353
42081,"Lycoming","Pennsylvania","US","2020-09-09",41.34310539,-77.06629984,563,23,0,540,"Lycoming, Pennsylvania, US",496.915241970362,4.08525754884547
42083,"McKean","Pennsylvania","US","2020-09-09",41.80938602,-78.56478358,41,2,0,39,"McKean, Pennsylvania, US",100.923076923077,4.8780487804878
42085,"Mercer","Pennsylvania","US","2020-09-09",41.30248872,-80.25816981,607,13,0,594,"Mercer, Pennsylvania, US",554.722912706536,2.14168039538715
42087,"Mifflin","Pennsylvania","US","2020-09-09",40.61116939,-77.61070738,175,1,0,174,"Mifflin, Pennsylvania, US",379.296891932897,0.571428571428571
42089,"Monroe","Pennsylvania","US","2020-09-09",41.05934058,-75.34031025,1742,129,0,1613,"Monroe, Pennsylvania, US",1023.07498047231,7.4052812858783
42091,"Montgomery","Pennsylvania","US","2020-09-09",40.21053671,-75.36652296,11434,864,0,10570,"Montgomery, Pennsylvania, US",1376.07336490495,7.55641070491516
42093,"Montour","Pennsylvania","US","2020-09-09",41.03023987,-76.66345939,150,5,0,145,"Montour, Pennsylvania, US",822.819528250137,3.33333333333333
42095,"Northampton","Pennsylvania","US","2020-09-09",40.75182733,-75.30471829,4176,302,0,3874,"Northampton, Pennsylvania, US",1367.90212424456,7.23180076628353
42097,"Northumberland","Pennsylvania","US","2020-09-09",40.84785433,-76.70798222,767,39,0,728,"Northumberland, Pennsylvania, US",844.313816144337,5.08474576271186
42099,"Perry","Pennsylvania","US","2020-09-09",40.40206612,-77.26297447,183,6,0,177,"Perry, Pennsylvania, US",395.48755186722,3.27868852459016
42101,"Philadelphia","Pennsylvania","US","2020-09-09",40.00338507,-75.1379271,34742,1763,0,32979,"Philadelphia, Pennsylvania, US",2193.21946588017,5.07454953658396
